# IMU Recording (MPU6050) - Movement Chain
# Start time: 2026-01-12T17:15:27.444972
# Sample rate: 100 Hz
# Port: COM3
#
timestamp,AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
2026-01-12 17:15:32.126,2404,-14500,14152,7466,-6622,-1791,1274
2026-01-12 17:15:32.139,3056,-13992,14736,7630,-6588,-1943,1277
2026-01-12 17:15:32.154,3304,-13308,14880,7667,-6472,-2072,1269
2026-01-12 17:15:32.167,3940,-13256,14592,7748,-6313,-2176,1278
2026-01-12 17:15:32.180,3948,-11972,14860,7823,-6042,-2237,1276
2026-01-12 17:15:32.192,4572,-12332,15068,7855,-5923,-2337,1277
2026-01-12 17:15:32.208,5188,-11436,15024,7943,-5730,-2441,1275
2026-01-12 17:15:32.220,5332,-11776,15144,8029,-5500,-2523,1275
2026-01-12 17:15:32.233,6324,-11536,14880,8207,-5216,-2695,1282
2026-01-12 17:15:32.249,4992,-11136,15936,8332,-5167,-2641,1274
2026-01-12 17:15:32.261,6904,-11120,13552,8152,-5577,-2856,1273
2026-01-12 17:15:32.274,5664,-10460,14560,8230,-5213,-2911,1272
2026-01-12 17:15:32.286,6656,-10552,13312,8365,-5213,-3146,1274
2026-01-12 17:15:32.302,5376,-8792,13728,8497,-4825,-3020,1274
2026-01-12 17:15:32.314,6972,-8620,11976,8464,-4957,-3148,1275
2026-01-12 17:15:32.327,6548,-8352,12564,8433,-4718,-3271,1274
2026-01-12 17:15:32.339,6248,-7168,12980,8546,-4719,-3407,1270
2026-01-12 17:15:32.355,7300,-7816,11528,8353,-4984,-3320,1276
2026-01-12 17:15:32.368,8208,-6652,10444,8411,-4771,-3665,1274
2026-01-12 17:15:32.380,5304,-4824,10656,8439,-4649,-3799,1277
2026-01-12 17:15:32.392,6364,-4472,8988,8331,-5065,-3918,1283
2026-01-12 17:15:32.408,6212,-2956,8152,8048,-5301,-4436,1279
2026-01-12 17:15:32.421,6880,-3892,8100,7731,-5635,-4495,1288
2026-01-12 17:15:32.433,7964,-6168,7132,7491,-5929,-4400,1270
2026-01-12 17:15:32.446,9276,-4956,6432,8378,-4995,-4506,1280
2026-01-12 17:15:32.462,6740,-2248,7552,8675,-4703,-4771,1281
2026-01-12 17:15:32.474,7316,-1656,6848,8191,-5031,-5246,1278
2026-01-12 17:15:32.487,6292,-1136,6528,7712,-5591,-5532,1279
2026-01-12 17:15:32.499,6620,-1724,5992,7456,-6043,-5831,1286
2026-01-12 17:15:32.511,7520,-1380,6132,7496,-5954,-5973,1273
2026-01-12 17:15:32.527,8216,-172,5192,7721,-5831,-6367,1278
2026-01-12 17:15:32.540,6424,2504,7028,7579,-5719,-6456,1272
2026-01-12 17:15:32.552,7324,2524,6028,6856,-6446,-6897,1282
2026-01-12 17:15:32.564,8816,2900,4432,6333,-6738,-7477,1282
2026-01-12 17:15:32.581,11480,1496,3176,6765,-5933,-7203,1284
2026-01-12 17:15:32.593,10832,3540,3972,7504,-4653,-7136,1277
2026-01-12 17:15:32.605,8684,4184,6292,7431,-4224,-7244,1279
2026-01-12 17:15:32.618,10224,4608,5312,7059,-4753,-7474,1286
2026-01-12 17:15:32.634,10984,5720,4604,6823,-4841,-7726,1278
2026-01-12 17:15:32.646,10164,6108,4552,6658,-4567,-7749,1284
2026-01-12 17:15:32.659,9296,6328,3984,6507,-4384,-7874,1276
2026-01-12 17:15:32.671,10696,5964,2168,6895,-4114,-7883,1286
2026-01-12 17:15:32.687,9784,7708,3204,7316,-3355,-7873,1284
2026-01-12 17:15:32.700,8864,8896,4084,7085,-3448,-7625,1290
2026-01-12 17:15:32.712,8500,9480,4168,6461,-3947,-7554,1283
2026-01-12 17:15:32.724,9320,8380,1724,6073,-4363,-7633,1284
2026-01-12 17:15:32.741,8304,9884,1808,6156,-3920,-7952,1275
2026-01-12 17:15:32.753,7112,10176,1868,6041,-3678,-8421,1272
2026-01-12 17:15:32.765,7312,11384,568,5724,-3903,-8649,1290
2026-01-12 17:15:32.778,8424,11672,-440,5409,-3668,-8291,1283
2026-01-12 17:15:32.794,7296,11284,-1176,5436,-3055,-7960,1282
2026-01-12 17:15:32.806,5984,12112,-1048,5716,-2287,-7966,1291
2026-01-12 17:15:32.818,4508,14300,-788,5579,-1887,-8119,1289
2026-01-12 17:15:32.831,4840,13864,-964,5237,-1792,-8016,1286
2026-01-12 17:15:32.847,4936,13944,-1656,5000,-2029,-7513,1289
2026-01-12 17:15:32.859,4876,14460,-2140,4814,-2054,-7084,1290
2026-01-12 17:15:32.872,3632,14128,-2028,4890,-1578,-7216,1272
2026-01-12 17:15:32.884,2704,15332,-2056,5030,-1276,-7519,1289
2026-01-12 17:15:32.900,1784,16380,-1692,4739,-1467,-7131,1292
2026-01-12 17:15:32.912,3212,15452,-3244,4336,-1850,-6724,1292
2026-01-12 17:15:32.925,2504,15696,-3272,4156,-1799,-6412,1277
2026-01-12 17:15:32.937,1956,16952,-3480,3734,-1930,-6171,1280
2026-01-12 17:15:32.953,1016,15568,-3552,3275,-1750,-5662,1292
2026-01-12 17:15:32.966,1000,15656,-4492,3094,-1610,-5406,1289
2026-01-12 17:15:32.978,1428,15548,-5216,3161,-992,-5006,1290
2026-01-12 17:15:32.990,-304,15308,-4880,3218,-517,-4566,1293
2026-01-12 17:15:33.006,-1144,16784,-5728,2978,-519,-4219,1277
2026-01-12 17:15:33.019,-2016,16796,-5644,2675,-272,-3668,1285
2026-01-12 17:15:33.031,-2076,16456,-6268,2206,-287,-3353,1285
2026-01-12 17:15:33.044,-2364,17008,-6232,1809,-160,-3020,1283
2026-01-12 17:15:33.060,-3084,16296,-6452,1321,-230,-2536,1286
2026-01-12 17:15:33.072,-2524,17072,-7384,805,-343,-2126,1289
2026-01-12 17:15:33.084,-2968,17056,-6844,645,147,-1570,1285
2026-01-12 17:15:33.097,-3704,14720,-7184,487,344,-850,1282
2026-01-12 17:15:33.109,-3108,15860,-7080,512,819,-857,1287
2026-01-12 17:15:33.125,-4360,16688,-6204,212,883,-356,1285
2026-01-12 17:15:33.138,-2872,15064,-6820,-215,612,340,1282
2026-01-12 17:15:33.150,-1980,15416,-8212,-603,440,476,1288
2026-01-12 17:15:33.162,-4820,15288,-6908,-721,754,1532,1293
2026-01-12 17:15:33.178,-1524,13584,-7180,-1093,908,1464,1288
2026-01-12 17:15:33.191,-2960,14252,-7716,-1196,1048,1521,1284
2026-01-12 17:15:33.203,-4352,14392,-6848,-1465,1093,2245,1285
2026-01-12 17:15:33.216,-3776,13584,-7128,-1984,635,2797,1288
2026-01-12 17:15:33.232,-1948,13688,-7988,-2442,474,3184,1293
2026-01-12 17:15:33.244,-2868,12788,-7740,-2993,378,3767,1288
2026-01-12 17:15:33.257,-2300,12576,-7820,-3375,411,4234,1280
2026-01-12 17:15:33.269,-3016,11468,-7544,-3528,670,4514,1285
2026-01-12 17:15:33.285,-3084,11872,-6804,-3658,614,4679,1287
2026-01-12 17:15:33.297,-2012,11436,-7068,-3986,300,5259,1293
2026-01-12 17:15:33.310,-768,10768,-7788,-4318,118,5881,1281
2026-01-12 17:15:33.322,-108,10016,-7484,-4544,421,6458,1286
2026-01-12 17:15:33.335,-1280,10248,-6256,-4798,677,6824,1281
2026-01-12 17:15:33.350,-1460,9540,-5824,-5374,211,7383,1279
2026-01-12 17:15:33.363,616,8268,-6572,-5842,-165,7971,1285
2026-01-12 17:15:33.375,856,7656,-6080,-6128,-127,8550,1280
2026-01-12 17:15:33.388,500,6520,-6000,-6398,-139,9112,1288
2026-01-12 17:15:33.400,756,4948,-5796,-6678,76,9657,1282
2026-01-12 17:15:33.416,1540,5152,-5648,-6877,657,10069,1289
2026-01-12 17:15:33.429,452,5376,-4936,-7341,978,10532,1285
2026-01-12 17:15:33.441,1152,4656,-4376,-7946,940,11104,1287
2026-01-12 17:15:33.453,2316,4000,-3904,-8549,752,11627,1274
2026-01-12 17:15:33.469,3504,2452,-3940,-9124,758,12043,1276
2026-01-12 17:15:33.482,4500,1804,-3236,-9417,1102,12471,1285
2026-01-12 17:15:33.494,5056,140,-1740,-9543,1277,13239,1283
2026-01-12 17:15:33.507,6796,356,-804,-9938,1094,13915,1292
2026-01-12 17:15:33.523,7224,-1188,56,-10566,1169,14679,1282
2026-01-12 17:15:33.535,8148,-2944,-36,-10979,1276,14962,1285
2026-01-12 17:15:33.547,8828,-2056,840,-11095,1866,15207,1287
2026-01-12 17:15:33.560,6736,-2376,2128,-11632,2459,15610,1276
2026-01-12 17:15:33.576,6140,-6516,3012,-12236,2673,15870,1286
2026-01-12 17:15:33.588,8436,-8008,3528,-12239,2832,15862,1273
2026-01-12 17:15:33.601,9048,-9244,5552,-12373,3362,15947,1280
2026-01-12 17:15:33.617,9548,-9800,5712,-12688,3667,16551,1288
2026-01-12 17:15:33.629,8212,-13608,5132,-13093,4381,17233,1282
2026-01-12 17:15:33.642,6088,-13852,5840,-13363,4965,17240,1275
2026-01-12 17:15:33.654,4844,-16520,6336,-13628,5019,17007,1272
2026-01-12 17:15:33.670,7712,-19760,5244,-13664,5210,16853,1274
2026-01-12 17:15:33.682,12844,-24976,4544,-13389,6697,16608,1274
2026-01-12 17:15:33.695,6140,-28784,8728,-13609,8667,16945,1265
2026-01-12 17:15:33.707,6124,-24784,6192,-13596,9540,16044,1278
2026-01-12 17:15:33.723,2376,-26596,6844,-14098,10837,15502,1272
2026-01-12 17:15:33.736,664,-26500,5548,-14163,11534,14735,1278
2026-01-12 17:15:33.748,3556,-30236,5756,-14147,12849,13964,1272
2026-01-12 17:15:33.764,208,-28304,7880,-13966,14543,13044,1270
2026-01-12 17:15:33.777,2160,-32232,8988,-14004,15055,12366,1274
2026-01-12 17:15:33.789,1796,-32768,10624,-14291,15700,11422,1267
2026-01-12 17:15:33.801,1404,-32768,10040,-14455,16114,10420,1272
2026-01-12 17:15:33.817,-196,-32768,10784,-14340,16950,9483,1269
2026-01-12 17:15:33.830,-600,-32768,11220,-13835,18280,8383,1266
2026-01-12 17:15:33.842,-2400,-32768,11376,-13768,19327,6776,1272
2026-01-12 17:15:33.858,-1940,-32768,11076,-14357,19859,5456,1272
2026-01-12 17:15:33.871,-2596,-32768,7128,-14569,20417,3853,1265
2026-01-12 17:15:33.883,-2680,-32768,8396,-14672,21443,3126,1269
2026-01-12 17:15:33.896,-10216,-32768,12592,-14230,21914,3255,1261
2026-01-12 17:15:33.912,-4968,-32768,10460,-13876,21727,2591,1278
2026-01-12 17:15:33.924,-7008,-32768,9540,-13379,22031,1119,1269
2026-01-12 17:15:33.937,-5052,-32768,7492,-13117,21767,74,1272
2026-01-12 17:15:33.952,-2444,-32768,5364,-12711,21836,-1332,1274
2026-01-12 17:15:33.965,-5392,-32768,4376,-12576,21805,-2280,1264
2026-01-12 17:15:33.978,-4936,-32768,2664,-12453,21844,-3804,1274
2026-01-12 17:15:33.990,-6776,-32768,1412,-12154,22116,-4746,1264
2026-01-12 17:15:34.006,-6136,-32768,204,-11849,22301,-5901,1269
2026-01-12 17:15:34.018,-8620,-32768,2176,-11488,22069,-6757,1271
2026-01-12 17:15:34.031,-7040,-32768,-104,-11174,20935,-7569,1264
2026-01-12 17:15:34.047,-4028,-32768,-4288,-10589,20753,-8418,1267
2026-01-12 17:15:34.059,-4624,-32768,-6232,-9307,21831,-9083,1272
2026-01-12 17:15:34.072,-6496,-32768,-3884,-8158,22835,-9978,1263
2026-01-12 17:15:34.084,-11284,-31428,4352,-7792,22233,-11163,1272
2026-01-12 17:15:34.100,-10172,-31132,5856,-8247,18666,-12098,1267
2026-01-12 17:15:34.113,-5152,-32100,796,-8106,16570,-12436,1268
2026-01-12 17:15:34.125,-4516,-31016,-2372,-7180,16224,-12877,1257
2026-01-12 17:15:34.137,-4020,-31104,-3848,-6385,16464,-13467,1268
2026-01-12 17:15:34.153,-3064,-28584,-3936,-5604,16473,-14254,1262
2026-01-12 17:15:34.166,-4384,-28644,-520,-5387,15881,-14779,1268
2026-01-12 17:15:34.178,-1756,-26204,900,-5072,14402,-15536,1271
2026-01-12 17:15:34.191,-376,-28676,28,-4892,13203,-15729,1270
2026-01-12 17:15:34.207,2024,-26356,-2148,-4053,12883,-15975,1269
2026-01-12 17:15:34.219,2840,-24936,-3168,-2953,13263,-15938,1264
2026-01-12 17:15:34.232,1840,-22300,-1484,-2153,13550,-16047,1259
2026-01-12 17:15:34.248,1140,-19900,540,-1940,12704,-16141,1265
2026-01-12 17:15:34.260,3688,-18508,760,-2050,11370,-16131,1260
2026-01-12 17:15:34.272,6700,-17496,-548,-2093,10465,-16223,1268
2026-01-12 17:15:34.285,7448,-16004,-20,-1703,10266,-16010,1267
2026-01-12 17:15:34.301,10096,-14980,20,-1400,9794,-16059,1260
2026-01-12 17:15:34.313,9084,-12824,1360,-1048,9488,-15941,1267
2026-01-12 17:15:34.326,9412,-11024,3196,-857,8682,-15785,1268
2026-01-12 17:15:34.338,10844,-10056,2812,-827,7801,-15619,1269
2026-01-12 17:15:34.354,11084,-9540,4104,-856,7028,-15355,1266
2026-01-12 17:15:34.367,13560,-9088,3940,-816,6253,-15342,1265
2026-01-12 17:15:34.379,13692,-8116,4612,-970,5742,-15257,1262
2026-01-12 17:15:34.391,13336,-8348,4516,-889,5344,-15148,1263
2026-01-12 17:15:34.407,10896,-6340,5080,-711,4904,-15071,1260
2026-01-12 17:15:34.420,10636,-5896,4520,-796,4464,-14788,1268
2026-01-12 17:15:34.432,10268,-5840,4260,-786,4400,-14561,1264
2026-01-12 17:15:34.445,9904,-5468,4652,-658,4335,-14396,1261
2026-01-12 17:15:34.460,9208,-4024,4504,-480,4274,-14256,1266
2026-01-12 17:15:34.473,8292,-3216,4784,-448,4205,-13911,1263
2026-01-12 17:15:34.485,8420,-2744,3908,-381,4059,-13743,1265
2026-01-12 17:15:34.498,7568,-1380,3964,-239,4207,-13568,1260
2026-01-12 17:15:34.514,6676,-1284,5396,-26,4135,-13423,1267
2026-01-12 17:15:34.526,7172,388,5044,111,3648,-13419,1265
2026-01-12 17:15:34.539,7228,1568,5520,137,3540,-13150,1264
2026-01-12 17:15:34.551,6956,1996,5668,258,3424,-12875,1267
2026-01-12 17:15:34.567,6976,2840,5032,375,3195,-12636,1260
2026-01-12 17:15:34.579,6484,3924,4552,530,3031,-12414,1271
2026-01-12 17:15:34.592,6304,4488,4424,754,3019,-12251,1260
2026-01-12 17:15:34.604,5516,5960,5452,905,2898,-12050,1265
2026-01-12 17:15:34.616,5456,6276,5788,948,2708,-11766,1272
2026-01-12 17:15:34.633,5076,7048,6328,1189,2590,-11529,1271
2026-01-12 17:15:34.645,5764,8296,5500,1268,2284,-11228,1275
2026-01-12 17:15:34.658,6432,6800,4660,1570,2407,-10810,1257
2026-01-12 17:15:34.670,6548,7968,4380,2112,2833,-10806,1256
2026-01-12 17:15:34.686,3324,9784,7296,2339,3046,-10465,1273
2026-01-12 17:15:34.698,1392,10340,8052,2178,2194,-10301,1260
2026-01-12 17:15:34.711,2400,12068,6540,1763,824,-9977,1273
2026-01-12 17:15:34.723,3276,11052,5444,1513,445,-9405,1272
2026-01-12 17:15:34.739,2860,10040,4096,1717,549,-9228,1267
2026-01-12 17:15:34.751,2360,12680,3544,1909,869,-9172,1258
2026-01-12 17:15:34.764,-76,12164,5380,1987,1338,-8695,1267
2026-01-12 17:15:34.776,104,14184,5732,2197,1231,-8564,1261
2026-01-12 17:15:34.792,-1616,14028,6004,1921,510,-7552,1257
2026-01-12 17:15:34.805,-1592,13108,6308,1778,74,-7006,1265
2026-01-12 17:15:34.817,-1412,14796,5628,1600,-528,-6627,1260
2026-01-12 17:15:34.829,-356,13276,5412,1381,-579,-6255,1266
2026-01-12 17:15:34.845,1100,12808,4632,1564,-188,-6057,1261
2026-01-12 17:15:34.858,380,14392,5228,1941,287,-5411,1261
2026-01-12 17:15:34.870,-2432,15084,7364,2031,443,-4731,1267
2026-01-12 17:15:34.883,-2096,14616,6196,1795,-213,-4272,1262
2026-01-12 17:15:34.899,-160,14280,4616,1707,-523,-3997,1259
2026-01-12 17:15:34.911,-800,14268,4368,1934,-216,-3722,1268
2026-01-12 17:15:34.924,-1708,15476,4944,2103,130,-3341,1262
2026-01-12 17:15:34.936,-2380,15220,4940,1948,51,-2885,1260
2026-01-12 17:15:34.948,-2104,15492,4924,1756,-360,-2510,1273
2026-01-12 17:15:34.964,-2008,15984,4056,1491,-783,-2108,1272
2026-01-12 17:15:34.977,-1556,14772,3336,1323,-878,-1716,1271
2026-01-12 17:15:34.989,-1932,15296,3356,1371,-723,-1513,1255
2026-01-12 17:15:35.002,-2188,15760,3620,1300,-651,-1136,1279
2026-01-12 17:15:35.018,-1772,15568,3816,1171,-778,-796,1262
2026-01-12 17:15:35.030,-1172,15428,3816,1059,-902,-464,1264
2026-01-12 17:15:35.042,-1256,15448,3912,1014,-978,-191,1274
2026-01-12 17:15:35.055,-1032,15836,3480,847,-1098,3,1266
2026-01-12 17:15:35.071,-1284,15820,3596,718,-1060,225,1275
2026-01-12 17:15:35.083,-1336,15660,3844,619,-1056,515,1270
2026-01-12 17:15:35.096,-1180,15484,3556,582,-1135,741,1271
2026-01-12 17:15:35.108,-620,15128,3540,568,-1183,945,1267
2026-01-12 17:15:35.120,-348,15316,3780,605,-1191,1134,1269
2026-01-12 17:15:35.136,-56,15360,3536,584,-1175,1333,1277
2026-01-12 17:15:35.149,-40,15040,3540,520,-1191,1480,1269
2026-01-12 17:15:35.161,496,14824,2480,598,-1163,1486,1263
2026-01-12 17:15:35.173,160,15712,2968,653,-962,1618,1271
2026-01-12 17:15:35.189,-284,15804,3712,454,-913,1749,1260
2026-01-12 17:15:35.202,160,15384,3524,171,-1155,1798,1276
2026-01-12 17:15:35.214,912,15188,3276,-37,-1331,1858,1273
2026-01-12 17:15:35.227,792,15160,4032,-92,-1356,1969,1277
2026-01-12 17:15:35.239,1740,14800,3600,-147,-1431,2016,1269
2026-01-12 17:15:35.255,2076,14840,3580,-155,-1326,2054,1269
2026-01-12 17:15:35.268,2084,14592,3516,-114,-1208,2022,1268
2026-01-12 17:15:35.280,2208,15752,3756,-138,-1096,1995,1267
2026-01-12 17:15:35.293,1624,15220,4120,-256,-895,2056,1263
2026-01-12 17:15:35.308,1840,14704,4080,-362,-919,2024,1272
2026-01-12 17:15:35.321,1988,15032,3952,-386,-827,2059,1268
2026-01-12 17:15:35.333,1172,14296,4488,-327,-496,2159,1276
2026-01-12 17:15:35.345,1596,14184,4204,-286,-426,2159,1267
2026-01-12 17:15:35.361,1436,14500,4180,-218,-325,2211,1263
2026-01-12 17:15:35.374,1332,14096,4696,-150,-140,2431,1265
2026-01-12 17:15:35.386,2056,13904,4616,12,201,2619,1269
2026-01-12 17:15:35.399,1128,14016,5548,149,625,2855,1270
2026-01-12 17:15:35.411,1160,13056,5892,96,711,3067,1267
2026-01-12 17:15:35.427,2028,12356,5028,179,793,3167,1273
2026-01-12 17:15:35.440,2360,12668,4880,392,1191,3446,1267
2026-01-12 17:15:35.452,1588,13128,4664,516,1574,3732,1268
2026-01-12 17:15:35.464,1336,13532,5192,535,1839,3995,1268
2026-01-12 17:15:35.480,1984,12896,5052,405,1925,4238,1268
2026-01-12 17:15:35.493,2504,13128,5156,240,1997,4405,1277
2026-01-12 17:15:35.505,2556,12720,4984,141,2102,4658,1264
2026-01-12 17:15:35.518,2988,12620,5168,81,2265,5001,1266
2026-01-12 17:15:35.530,3360,12700,4924,-4,2360,5288,1267
2026-01-12 17:15:35.546,3584,13420,4512,-73,2385,5597,1277
2026-01-12 17:15:35.558,4340,12724,4796,-180,2449,5891,1267
2026-01-12 17:15:35.571,4656,12320,5108,-248,2580,6198,1273
2026-01-12 17:15:35.583,4736,11728,5792,-390,2653,6427,1273
2026-01-12 17:15:35.599,4652,11928,5604,-419,2684,6658,1266
2026-01-12 17:15:35.612,5480,11584,5636,-449,2754,7078,1259
2026-01-12 17:15:35.624,6032,10732,5468,-476,2843,7352,1262
2026-01-12 17:15:35.636,5764,11084,4784,-470,2948,7702,1276
2026-01-12 17:15:35.652,6464,10752,5120,-477,3133,8050,1265
2026-01-12 17:15:35.665,6392,9864,5504,-549,3214,8271,1260
2026-01-12 17:15:35.677,6792,9972,5716,-557,3343,8442,1265
2026-01-12 17:15:35.690,7136,10060,5764,-588,3348,8701,1266
2026-01-12 17:15:35.706,8732,8880,5160,-716,3270,9033,1268
2026-01-12 17:15:35.718,10388,8980,4040,-691,3328,9255,1269
2026-01-12 17:15:35.730,10600,8664,5024,-521,3727,9633,1259
2026-01-12 17:15:35.743,10208,7296,5956,-378,3799,9735,1256
2026-01-12 17:15:35.759,10948,8064,6128,-324,3730,9714,1262
2026-01-12 17:15:35.771,10592,8180,6424,-387,3755,9847,1268
2026-01-12 17:15:35.784,10724,7376,6276,-555,3436,10015,1260
2026-01-12 17:15:35.796,12212,7804,5212,-619,3148,10226,1267
2026-01-12 17:15:35.812,12924,7216,4968,-585,3143,10619,1263
2026-01-12 17:15:35.824,13244,6496,4992,-590,3051,10834,1270
2026-01-12 17:15:35.837,13496,5980,5548,-693,2971,10888,1263
2026-01-12 17:15:35.849,12872,5036,5544,-855,2828,10911,1270
2026-01-12 17:15:35.865,12192,5364,6372,-930,2667,10690,1262
2026-01-12 17:15:35.878,12464,5672,5500,-1022,2325,10800,1259
2026-01-12 17:15:35.890,13736,4452,4676,-1091,2009,11074,1258
2026-01-12 17:15:35.903,14308,4704,4172,-1130,1819,11096,1266
2026-01-12 17:15:35.918,13500,3756,4788,-1323,1763,11241,1259
2026-01-12 17:15:35.931,13084,3044,5600,-1437,1378,11218,1264
2026-01-12 17:15:35.943,13524,2356,5448,-1504,867,11307,1259
2026-01-12 17:15:35.956,13632,1344,5760,-1398,436,11405,1263
2026-01-12 17:15:35.972,14668,1876,4860,-1426,-62,11526,1263
2026-01-12 17:15:35.984,15452,-152,4560,-1428,-164,11771,1267
2026-01-12 17:15:35.997,14452,-272,5132,-1355,-311,11690,1267
2026-01-12 17:15:36.009,13880,-2440,5604,-1288,-674,11550,1265
2026-01-12 17:15:36.025,13592,-1676,6124,-1165,-1324,11375,1262
2026-01-12 17:15:36.037,13728,-3708,7008,-1169,-1855,11607,1261
2026-01-12 17:15:36.050,14048,-3012,5712,-1149,-2438,11799,1266
2026-01-12 17:15:36.062,13984,-4432,5832,-1201,-2722,12096,1255
2026-01-12 17:15:36.078,13552,-4384,5228,-1335,-3090,12148,1260
2026-01-12 17:15:36.091,13160,-6368,5420,-1215,-3589,11877,1251
2026-01-12 17:15:36.103,13060,-4908,5244,-1037,-4082,11770,1259
2026-01-12 17:15:36.116,12272,-8488,5476,-758,-4295,12063,1254
2026-01-12 17:15:36.131,13024,-7692,4948,-646,-4726,11904,1257
2026-01-12 17:15:36.144,12916,-7748,4016,-682,-4877,12066,1258
2026-01-12 17:15:36.156,11964,-8740,4432,-659,-4830,12338,1258
2026-01-12 17:15:36.169,12296,-9680,3956,-602,-5103,12232,1259
2026-01-12 17:15:36.185,11752,-11120,3804,-626,-5446,12167,1251
2026-01-12 17:15:36.197,12012,-12208,4312,-406,-5790,11922,1256
2026-01-12 17:15:36.210,13224,-12148,3136,-303,-5955,11791,1249
2026-01-12 17:15:36.222,11964,-12268,2404,-89,-5411,11900,1254
2026-01-12 17:15:36.238,10008,-13440,3172,-17,-5123,11914,1247
2026-01-12 17:15:36.250,9856,-12460,2960,-146,-5417,11656,1247
2026-01-12 17:15:36.263,8888,-15560,3456,-254,-5756,11726,1246
2026-01-12 17:15:36.275,11252,-16308,2020,16,-6033,11175,1249
2026-01-12 17:15:36.291,9632,-15832,2240,418,-5694,11292,1257
2026-01-12 17:15:36.304,8208,-15676,2720,530,-5567,11260,1255
2026-01-12 17:15:36.316,8532,-16568,2276,569,-5764,11392,1253
2026-01-12 17:15:36.328,8800,-16612,2524,512,-6126,11200,1252
2026-01-12 17:15:36.345,9780,-17452,1336,300,-6557,10882,1254
2026-01-12 17:15:36.357,8976,-18296,1856,574,-6284,10900,1243
2026-01-12 17:15:36.369,8560,-20032,1668,976,-5911,10471,1247
2026-01-12 17:15:36.382,7260,-19132,2496,1712,-5366,10024,1256
2026-01-12 17:15:36.398,6788,-19516,2580,1666,-5663,9960,1244
2026-01-12 17:15:36.410,5792,-18964,1608,1534,-6007,10041,1246
2026-01-12 17:15:36.423,5192,-19820,1584,1189,-6338,10046,1243
2026-01-12 17:15:36.435,6276,-20816,-328,1008,-6239,9586,1251
2026-01-12 17:15:36.451,4572,-20180,1020,1311,-5428,9293,1250
2026-01-12 17:15:36.463,4480,-21672,1352,1462,-5251,8821,1255
2026-01-12 17:15:36.476,4272,-19620,976,1577,-5243,8335,1261
2026-01-12 17:15:36.488,2216,-20180,1160,1491,-5493,8341,1253
2026-01-12 17:15:36.504,2296,-20688,-40,1247,-5881,8081,1240
2026-01-12 17:15:36.517,2144,-21656,-448,1209,-5868,7813,1246
2026-01-12 17:15:36.529,2040,-20976,-460,1367,-5668,7595,1257
2026-01-12 17:15:36.542,2312,-20056,-240,1371,-5470,7336,1251
2026-01-12 17:15:36.557,2240,-19520,-256,1147,-5352,7072,1251
2026-01-12 17:15:36.570,3060,-20544,-996,1037,-5398,6620,1257
2026-01-12 17:15:36.582,2744,-19372,-608,1241,-4973,6331,1260
2026-01-12 17:15:36.595,2196,-19328,-120,1365,-4755,6065,1245
2026-01-12 17:15:36.611,1968,-18900,-796,1333,-4811,5678,1252
2026-01-12 17:15:36.623,1716,-18040,-132,1230,-4930,5384,1253
2026-01-12 17:15:36.636,2408,-18544,-760,913,-5105,4896,1249
2026-01-12 17:15:36.648,2456,-18616,-1040,765,-4838,4427,1245
2026-01-12 17:15:36.664,2660,-18568,-1024,820,-4463,4064,1242
2026-01-12 17:15:36.676,2396,-18048,-580,954,-4111,3741,1255
2026-01-12 17:15:36.689,2228,-17432,-28,881,-3973,3455,1254
2026-01-12 17:15:36.701,2104,-17916,-20,699,-3982,3085,1250
2026-01-12 17:15:36.714,2808,-18164,-144,462,-4029,2711,1261
2026-01-12 17:15:36.730,3188,-18396,-384,419,-3770,2466,1260
2026-01-12 17:15:36.742,3032,-18020,-408,520,-3395,2207,1259
2026-01-12 17:15:36.755,2336,-16976,88,462,-3102,1957,1263
2026-01-12 17:15:36.767,2132,-16548,604,225,-3045,1672,1249
2026-01-12 17:15:36.783,2424,-16624,520,-132,-3115,1359,1252
2026-01-12 17:15:36.795,2404,-16940,672,-293,-2954,1078,1253
2026-01-12 17:15:36.808,2440,-17444,632,-250,-2679,843,1245
2026-01-12 17:15:36.820,1540,-16780,1192,-139,-2340,649,1259
2026-01-12 17:15:36.832,696,-16408,1668,-229,-2228,529,1257
2026-01-12 17:15:36.849,784,-16436,1928,-373,-2256,423,1257
2026-01-12 17:15:36.861,852,-16308,1976,-505,-2276,299,1248
2026-01-12 17:15:36.874,756,-16376,2504,-594,-2206,162,1252
2026-01-12 17:15:36.886,300,-16424,2716,-644,-2148,72,1249
2026-01-12 17:15:36.901,752,-16532,2704,-746,-1896,-143,1260
2026-01-12 17:15:36.914,356,-16668,2872,-880,-1427,-246,1251
2026-01-12 17:15:36.926,40,-16196,3196,-1094,-1047,-324,1258
2026-01-12 17:15:36.939,-420,-16140,3420,-1412,-1014,-315,1255
2026-01-12 17:15:36.951,68,-16364,3260,-1729,-1151,-296,1254
2026-01-12 17:15:36.967,952,-16336,2832,-1932,-1052,-320,1254
2026-01-12 17:15:36.980,1124,-16640,2824,-1973,-774,-253,1248
2026-01-12 17:15:36.992,1012,-16872,2792,-1866,-513,-212,1263
2026-01-12 17:15:37.004,264,-16520,2584,-1764,-470,-201,1263
2026-01-12 17:15:37.020,-788,-16376,2444,-1761,-648,-168,1258
