# IMU Recording (MPU6050) - Movement Chain
# Start time: 2026-01-12T17:15:27.444972
# Sample rate: 100 Hz
# Port: COM3
#
timestamp,AcX,AcY,AcZ,GyX,GyY,GyZ,Tmp
2026-01-12 17:15:37.033,-1524,-16476,2456,-1807,-755,-132,1257
2026-01-12 17:15:37.045,-760,-16900,1460,-2128,-822,-79,1259
2026-01-12 17:15:37.058,-316,-16348,3352,-2105,-546,-232,1253
2026-01-12 17:15:37.070,-908,-16080,1252,-2438,-330,66,1256
2026-01-12 17:15:37.086,556,-21356,4144,-2624,-686,-309,1255
2026-01-12 17:15:37.098,2164,-19144,852,-1769,-352,-981,1254
2026-01-12 17:15:37.111,444,-19820,2440,459,2050,-289,1252
2026-01-12 17:15:37.123,-1740,-16876,252,1603,3452,-321,1254
2026-01-12 17:15:37.139,-4740,-16048,1184,1243,3045,-45,1252
2026-01-12 17:15:37.151,-3912,-14540,1320,277,1641,9,1253
2026-01-12 17:15:37.164,-2204,-15752,-476,-983,774,316,1255
2026-01-12 17:15:37.176,-2240,-16528,-804,-1846,189,-77,1247
2026-01-12 17:15:37.189,-2480,-17192,-488,-2218,-784,-21,1257
2026-01-12 17:15:37.205,-888,-15596,1560,-1390,-163,73,1264
2026-01-12 17:15:37.217,-1632,-16008,-2600,-643,376,1045,1259
2026-01-12 17:15:37.229,-3516,-13452,-2484,77,2440,1391,1247
2026-01-12 17:15:37.242,-5964,-12412,-2148,-196,3611,1784,1262
2026-01-12 17:15:37.258,-6412,-15536,-3048,-433,3419,1952,1260
2026-01-12 17:15:37.270,-3992,-15348,-3748,-293,3435,1747,1258
2026-01-12 17:15:37.283,-5148,-16024,-2344,-164,3715,1725,1255
2026-01-12 17:15:37.295,-4812,-16072,-1564,-195,3164,1566,1255
2026-01-12 17:15:37.311,-4800,-15852,-2040,-497,2201,1382,1257
2026-01-12 17:15:37.323,-3856,-16280,-2972,-821,1471,1260,1258
2026-01-12 17:15:37.336,-2592,-16520,-3420,-924,1395,1175,1252
2026-01-12 17:15:37.348,-2100,-17052,-3824,-806,1573,1234,1251
2026-01-12 17:15:37.364,-1520,-17228,-3368,-547,1749,1313,1251
2026-01-12 17:15:37.377,-972,-17284,-2880,-238,1841,1348,1261
2026-01-12 17:15:37.389,-1088,-17012,-2436,-96,1909,1369,1260
2026-01-12 17:15:37.402,-1408,-16940,-2004,-66,1761,1350,1262
2026-01-12 17:15:37.414,-1628,-16996,-1620,-168,1405,1312,1268
2026-01-12 17:15:37.430,-2136,-16516,-1060,-416,854,1261,1271
2026-01-12 17:15:37.442,-2396,-16180,-740,-674,71,1185,1256
2026-01-12 17:15:37.455,-2324,-15856,-744,-981,-698,1140,1262
2026-01-12 17:15:37.467,-1928,-16104,-1256,-1214,-1222,1140,1260
2026-01-12 17:15:37.483,-1856,-16072,-1288,-1249,-1389,1092,1262
2026-01-12 17:15:37.496,-1712,-16196,-1524,-1149,-1367,1121,1259
2026-01-12 17:15:37.508,-1656,-16216,-1660,-966,-1269,1137,1260
2026-01-12 17:15:37.520,-2008,-16256,-1488,-799,-1080,1204,1257
2026-01-12 17:15:37.536,-2136,-16300,-1212,-682,-938,1256,1262
2026-01-12 17:15:37.549,-2480,-16492,-848,-584,-806,1300,1258
2026-01-12 17:15:37.561,-2592,-16540,-492,-565,-823,1286,1259
2026-01-12 17:15:37.574,-2880,-17100,-3708,-884,-598,1524,1263
2026-01-12 17:15:37.586,-824,-20052,-2320,-484,1265,1103,1259
2026-01-12 17:15:37.602,-3184,-16348,-176,1201,1355,303,1259
2026-01-12 17:15:37.614,-2836,-14280,68,895,1113,223,1260
2026-01-12 17:15:37.627,-3764,-15796,116,234,362,296,1262
2026-01-12 17:15:37.639,-4592,-16028,1048,-473,-565,183,1261
2026-01-12 17:15:37.655,-3384,-18292,-552,-777,-1569,246,1253
2026-01-12 17:15:37.668,-2232,-17916,-1476,-742,-1695,217,1260
2026-01-12 17:15:37.680,-2512,-18388,-2064,-718,-1433,238,1268
2026-01-12 17:15:37.692,-2452,-18168,-2304,-617,-1312,402,1260
2026-01-12 17:15:37.705,-2588,-17496,-2392,-543,-1333,504,1266
2026-01-12 17:15:37.721,-2312,-16900,-2396,-601,-1463,577,1261
2026-01-12 17:15:37.733,-2344,-16576,-2100,-658,-1662,584,1259
2026-01-12 17:15:37.746,-2380,-16096,-1936,-736,-1870,528,1263
2026-01-12 17:15:37.758,-2220,-15776,-1756,-779,-1966,531,1261
2026-01-12 17:15:37.774,-1776,-15368,-1672,-766,-1811,588,1261
2026-01-12 17:15:37.786,-1792,-15448,-1312,-670,-1513,709,1256
2026-01-12 17:15:37.799,-2336,-15444,-884,-493,-1309,756,1264
2026-01-12 17:15:37.811,-2580,-15204,-504,-339,-1243,814,1262
2026-01-12 17:15:37.827,-2932,-15076,-324,-278,-1274,863,1254
2026-01-12 17:15:37.840,-3432,-14840,-168,-303,-1473,868,1273
2026-01-12 17:15:37.852,-3884,-14572,-116,-428,-1842,842,1265
2026-01-12 17:15:37.864,-4140,-14384,68,-664,-2348,782,1254
2026-01-12 17:15:37.877,-4028,-14424,-436,-859,-2843,724,1257
2026-01-12 17:15:37.893,-3592,-14468,-628,-1009,-3110,660,1261
2026-01-12 17:15:37.905,-3652,-14800,-780,-1087,-3098,641,1258
2026-01-12 17:15:37.918,-3612,-14976,-976,-1016,-2976,613,1256
2026-01-12 17:15:37.930,-3512,-15216,-1200,-875,-2708,621,1260
2026-01-12 17:15:37.946,-3460,-15620,-1232,-643,-2242,672,1256
2026-01-12 17:15:37.958,-3556,-15920,-1260,-373,-1725,721,1260
2026-01-12 17:15:37.971,-3724,-16048,-1000,-126,-1188,767,1249
2026-01-12 17:15:37.983,-4132,-16172,-784,57,-765,810,1261
2026-01-12 17:15:37.995,-4456,-16032,-240,140,-504,821,1255
2026-01-12 17:15:38.011,-4740,-15936,112,148,-436,792,1258
2026-01-12 17:15:38.024,-4948,-15920,388,85,-507,747,1263
2026-01-12 17:15:38.036,-5160,-15968,440,-7,-637,676,1262
2026-01-12 17:15:38.049,-5112,-15884,236,-94,-780,608,1249
2026-01-12 17:15:38.061,-5196,-15912,216,-169,-836,564,1258
2026-01-12 17:15:38.077,-5408,-15808,-152,-223,-837,520,1254
2026-01-12 17:15:38.089,-5232,-15752,-184,-232,-710,475,1251
2026-01-12 17:15:38.102,-5252,-15620,-312,-206,-533,457,1255
2026-01-12 17:15:38.114,-5384,-15604,-92,-154,-347,408,1258
2026-01-12 17:15:38.127,-5460,-15364,-68,-131,-224,399,1260
2026-01-12 17:15:38.142,-5568,-15436,-196,-83,-182,395,1262
2026-01-12 17:15:38.155,-5484,-15368,-352,-54,-181,355,1263
2026-01-12 17:15:38.167,-5264,-15364,-632,-61,-106,322,1264
2026-01-12 17:15:38.180,-5264,-15520,-692,-52,68,304,1249
2026-01-12 17:15:38.192,-5420,-15520,-636,-15,204,283,1256
2026-01-12 17:15:38.208,-5240,-15456,-788,-3,269,261,1253
2026-01-12 17:15:38.220,-5184,-15468,-920,18,322,222,1256
2026-01-12 17:15:38.233,-5104,-15496,-1004,20,415,182,1256
2026-01-12 17:15:38.245,-5056,-15592,-928,-9,515,166,1254
2026-01-12 17:15:38.258,-5068,-15708,-632,-9,538,150,1258
2026-01-12 17:15:38.270,-4924,-15744,-632,-1,519,119,1257
